1653121435.391811461,0.0181095,-0.0219711,-0.031159,-0.079679,-0.0627588,0.16155,0.00430194,-0.00521926,-0.0803028,-0.062002
1653121435.396548857,0.0290669,-0.01843,-0.0493767,-0.0551002,-0.0548536,0.16155,0.00557725,-0.0068707,-0.055797,-0.0539148
1653121435.401677859,0.0385706,-0.0155879,-0.0610799,-0.0526275,-0.0610148,0.16075,0.00733002,-0.00836921,-0.0543185,-0.0577213
1653121435.406577387,0.0446789,0.0258408,-0.0871514,-0.0627243,-0.059748,0.16075,0.0086901,-0.00813491,-0.0590838,-0.0578261
1653121435.411569777,0.0455614,0.0751565,-0.0974588,-0.0690071,-0.0750117,0.16075,0.00890791,-0.00397901,-0.0629963,-0.0648772
1653121435.416520137,0.0501894,0.116003,-0.114688,-0.0640051,-0.0715853,0.16075,0.0101303,-0.000161644,-0.0624962,-0.0657029
1653121435.421516747,0.0491653,0.158872,-0.122992,-0.0521501,-0.0704509,0.16075,0.010025,0.00584241,-0.0584685,-0.0665716
1653121435.426974179,0.0481265,0.200766,-0.138754,-0.0460352,-0.0692972,0.159212,0.00998582,0.013223,-0.055324,-0.0671977
1653121435.431573609,0.0478517,0.245115,-0.153775,-0.0532247,-0.0688923,0.159212,0.0102114,0.0228963,-0.0566557,-0.0678701
1653121435.436624019,0.0368468,0.27342,-0.146923,-0.0573482,-0.0703331,0.159212,0.00763326,0.0299432,-0.0576357,-0.0690878
1653121435.441753698,0.0336726,0.310538,-0.142069,-0.0563792,-0.0681235,0.15765,0.00680612,0.040419,-0.0573329,-0.0692751
1653121435.446537135,0.0196224,0.301832,-0.132192,-0.0517262,-0.0677772,0.15765,0.00303186,0.0401304,-0.0557098,-0.0695815
1653121435.451596503,0.0161869,0.287079,-0.12528,-0.0575185,-0.0691291,0.15765,0.00164443,0.0382317,-0.0571067,-0.0702882
1653121435.456608580,0.0102115,0.278026,-0.126187,-0.0632882,-0.0637039,0.15765,-0.000540745,0.0375188,-0.0588737,-0.0689407
1653121435.461804664,0.00747273,0.267577,-0.118893,-0.0698015,-0.0648426,0.151097,-0.00212163,0.0362486,-0.0612294,-0.0692113
1653121435.466570601,0.0106422,0.255916,-0.124703,-0.0707872,-0.0586,0.151097,-0.00222135,0.0343331,-0.0621872,-0.0673143
1653121435.471511274,0.0202759,0.244612,-0.116331,-0.0698006,-0.0560737,0.151097,-0.000610268,0.0321966,-0.0625999,-0.0661581
1653121435.476564236,0.0240419,0.229269,-0.1171,-0.0759839,-0.0530297,0.151097,-0.000298697,0.0286704,-0.0649909,-0.0647094
1653121435.481586886,0.0391402,0.225861,-0.119327,-0.076787,-0.0511567,0.145564,0.00307852,0.0278405,-0.0661327,-0.0635406
1653121435.486553860,0.044598,0.212497,-0.115586,-0.0737642,-0.0518913,0.145564,0.00432827,0.0242849,-0.0660552,-0.0630606
1653121435.491636092,0.0451939,0.217113,-0.118555,-0.0699274,-0.057393,0.142557,0.00447331,0.0250664,-0.0655223,-0.064122
1653121435.496751813,0.0488448,0.21159,-0.11882,-0.0640813,-0.058802,0.142557,0.00546547,0.0232838,-0.0641964,-0.0642611
1653121435.501581186,0.0564201,0.208554,-0.125671,-0.0630324,-0.0628821,0.142557,0.00762921,0.0219866,-0.0639868,-0.065249
1653121435.506690345,0.0563506,0.206724,-0.118941,-0.0663764,-0.0592097,0.142557,0.00803527,0.0208874,-0.0649511,-0.0642173
1653121435.511537113,0.0570233,0.210593,-0.117902,-0.0727203,-0.0605515,0.142557,0.00864606,0.0212494,-0.0668991,-0.0644826
1653121435.516630960,0.0603908,0.207604,-0.116554,-0.0750433,-0.0611645,0.142557,0.00997595,0.0199105,-0.0679803,-0.0645739
1653121435.521584289,0.0787988,0.217262,-0.121069,-0.0907429,-0.057322,0.144108,0.0153356,0.021824,-0.0729526,-0.0635126
1653121435.527019846,0.0860765,0.219191,-0.133916,-0.0567104,-0.0772257,0.144108,0.0182819,0.0219821,-0.0645396,-0.0689717
1653121435.531624276,0.0820034,0.185609,-0.104449,-0.101199,-0.0462297,0.13921,0.0183719,0.0129225,-0.076532,-0.0607999
1653121435.536578074,0.0675757,0.186029,-0.0923788,-0.00482688,-0.0612614,0.13921,0.0155934,0.011877,-0.0510934,-0.0643098
1653121435.541564423,0.0660224,0.180045,-0.0972468,-0.0182643,-0.0949359,0.13921,0.0160354,0.00910768,-0.0524375,-0.0735958
1653121435.546585563,0.104897,0.190488,-0.105498,-0.142439,-0.0128186,0.140382,0.0271804,0.0103726,-0.0853014,-0.0521555
1653121435.551521704,0.0840534,0.178634,-0.10766,-0.0308742,-0.0691992,0.140382,0.0233657,0.0062666,-0.0574428,-0.0657672
1653121435.556663675,0.0847025,0.191349,-0.116588,0.0904348,-0.113196,0.140382,0.0248179,0.00824094,-0.0224138,-0.0783546
1653121435.561517370,0.133734,0.166386,-0.091792,-0.116424,-0.0725729,0.140382,0.0394279,0.000551271,-0.0744628,-0.0688841
1653121435.566742412,0.129284,0.156789,-0.128784,-0.170234,-0.0437559,0.141143,0.0411908,-0.00387249,-0.0919211,-0.0610667
1653121435.571532358,0.109487,0.216845,-0.160034,-0.16727,-0.143143,0.141143,0.0382713,0.00991566,-0.0941502,-0.0872127
1653121435.576642038,0.115982,0.0882816,-0.112276,-0.128703,-0.0950815,0.141143,0.04149,-0.0245709,-0.0867387,-0.0759445
1653121435.581523493,0.113992,0.0825149,-0.0972359,0.0333481,0.0294361,0.141143,0.0423718,-0.0301473,-0.0437914,-0.0419142
1653121435.586641662,0.188121,0.26748,-0.122948,0.0496068,0.0585499,0.141143,0.0636303,0.0144538,-0.035329,-0.0304664
1653121435.591844464,0.164162,0.29727,-0.142157,0.0997474,0.0277117,0.14149,0.0617124,0.0239137,-0.0185751,-0.0354894
1653121435.596612745,0.0748434,0.0559554,-0.118836,-0.0293403,0.149827,0.139213,0.0423017,-0.0364788,-0.0484139,-0.000976637
1653121435.601577584,0.113862,0.0714362,-0.0975682,0.000192297,0.0368192,0.139213,0.0540992,-0.035418,-0.0395222,-0.0242992
1653121435.606589714,0.131798,-0.0493618,-0.14149,-0.113316,-0.0717501,0.139213,0.0613873,-0.0699288,-0.0694242,-0.050513
1653121435.611519241,0.0629418,0.0811833,-0.199717,-0.14139,-0.0214385,0.139213,0.0459625,-0.0420338,-0.078435,-0.0383354
1653121435.616596629,-0.00245191,0.170446,-0.10795,0.287269,-0.350356,0.139213,0.0291222,-0.0215918,0.0318454,-0.124299
1653121435.621552822,0.0926079,0.261793,-0.118928,0.022247,-0.232241,0.137329,0.0536462,0.000893216,-0.0290544,-0.103516
1653121435.626537661,0.0236173,0.22464,-0.046066,0.0735309,-0.24683,0.137329,0.0375675,-0.00815649,-0.0127736,-0.113125
1653121435.631597654,-0.180995,0.273283,-0.0628102,0.186441,-0.0378421,0.137329,-0.0158816,0.00411111,0.0215656,-0.0628591
1653121435.636465099,-0.175006,0.323294,-0.106047,-0.0514527,0.0327653,0.137329,-0.0191101,0.0184494,-0.0353139,-0.0439756
1653121435.641749358,0.0132167,0.234046,-0.058448,-0.140525,-0.0898943,0.136972,0.0250076,-0.00177333,-0.0616915,-0.073852
1653121435.646527378,0.0497139,0.261734,-0.119822,-0.101569,-0.0225299,0.136972,0.0337517,0.00632309,-0.0548687,-0.0565624
1653121435.651623673,-0.076929,0.410726,-0.212885,-0.202337,0.0256154,0.136972,0.000511459,0.0472789,-0.0821317,-0.0438031
1653121435.656671583,-0.0774696,0.285984,-0.146341,-0.106538,0.0202103,0.135443,-0.00353498,0.020719,-0.0609278,-0.0425156
1653121435.661647150,0.031707,0.26496,-0.0744235,-0.205112,0.0512905,0.135443,0.021033,0.0183468,-0.0898766,-0.0316806
1653121435.667132290,0.0429354,0.125444,-0.0153454,-0.0992858,-0.00911779,0.135443,0.0224099,-0.0157614,-0.066404,-0.0438281
1653121435.671501205,0.00622116,0.199473,-0.0709397,0.0166967,-0.0476148,0.138242,0.0117402,0.00248476,-0.0368399,-0.0531784
1653121435.676684060,0.0386907,0.0934102,-0.0486149,-0.0359229,-0.0938118,0.138242,0.0185853,-0.0249453,-0.0490013,-0.0647755
1653121435.681692856,0.129056,0.226473,-0.13573,-0.277642,-6.9308e-05,0.138242,0.0417214,0.00727102,-0.113645,-0.0415266
1653121435.686599467,0.0837646,0.266083,-0.176907,-0.147176,-0.032176,0.136113,0.0310628,0.0185588,-0.0851001,-0.0488359
1653121435.691763051,0.017658,0.29873,-0.106529,-0.152713,0.0236782,0.136113,0.0137027,0.02919,-0.0887666,-0.033618
1653121435.696658048,0.0749798,0.320721,-0.0644323,-0.118751,-0.033084,0.136113,0.0267945,0.038343,-0.0822128,-0.0469674
1653121435.701498723,0.076214,0.3721,-0.0824532,-0.129942,0.0350622,0.136113,0.0266456,0.0557689,-0.086628,-0.0288515
1653121435.706639548,0.0924142,0.307575,-0.06186,-0.024534,-0.127191,0.13784,0.030453,0.0445534,-0.0601889,-0.0699616
1653121435.711545898,0.172735,0.351416,-0.12059,-0.137501,-0.0408526,0.13784,0.0518658,0.0596005,-0.0894808,-0.0496229
1653121435.716796200,0.0738097,0.312497,-0.0964923,-0.109753,0.0943582,0.13784,0.0283338,0.0541925,-0.0834932,-0.0137655
1653121435.721627812,0.134742,0.260672,-0.114548,-0.092232,-0.0233599,0.13784,0.0441594,0.0445012,-0.0802236,-0.0410333
1653121435.726586037,0.105029,0.168472,-0.0818197,-0.115386,-0.0598101,0.138903,0.0378629,0.0226435,-0.0869132,-0.0498565
1653121435.731577854,0.0250769,0.228832,-0.0763321,-0.168296,-0.0381832,0.138903,0.0175293,0.0379623,-0.10146,-0.0448783
1653121435.736566651,0.0529497,0.24532,-0.0756796,-0.00559418,-0.122631,0.139077,0.0230424,0.0431281,-0.0608706,-0.0672805
1653121435.741653831,0.0435836,0.171021,-0.0778616,0.0519226,-0.0295861,0.139077,0.0197778,0.024446,-0.0435517,-0.0444001
1653121435.746570546,0.0529625,0.204241,-0.128012,-0.0200981,-0.0994305,0.139077,0.0216529,0.0319514,-0.0593154,-0.0625728
1653121435.751584811,0.0677979,0.220018,-0.0748484,-0.025115,-0.117673,0.139077,0.0253683,0.0354613,-0.0591889,-0.0691836
1653121435.756656887,0.00679991,0.203247,-0.0326674,-0.135866,-0.0889951,0.138302,0.00970198,0.0305812,-0.0871814,-0.0634321
1653121435.761541363,-0.0324279,0.188903,-0.0533709,0.0440516,-0.107395,0.138302,-0.0021445,0.0257833,-0.041156,-0.0692043
1653121435.766620001,0.00357675,0.174733,-0.114683,-0.0204572,-0.0740164,0.138302,0.00497089,0.0204454,-0.0551826,-0.0617792
1653121435.771714837,0.0195514,0.192573,-0.118321,-0.0713294,-0.169239,0.138267,0.00783862,0.0230736,-0.0674735,-0.0877315
1653121435.776645146,-0.000185048,0.283276,-0.106569,-0.0925901,-0.0981218,0.138267,0.00178625,0.0450025,-0.0731121,-0.0722949
1653121435.781554725,0.0272491,0.245513,-0.0971747,-0.122142,-0.0784447,0.138267,0.00748256,0.0357114,-0.0817034,-0.0679834
1653121435.786580396,0.0276484,0.239133,-0.0791336,-0.0326564,-0.147578,0.138267,0.00664227,0.0338101,-0.0593764,-0.0869743
1653121435.792128191,-0.0223267,0.236282,-0.0332635,-0.0387949,-0.0866992,0.139357,-0.00732561,0.0324719,-0.0597624,-0.0731557
1653121435.796546688,-0.0265227,0.238855,-0.086629,0.0545398,-0.0489447,0.139357,-0.0103008,0.0325677,-0.0346629,-0.0638304
1653121435.801565901,0.0108209,0.227002,-0.118873,-0.0038665,-0.104229,0.139357,-0.00223422,0.0290764,-0.0470818,-0.0780003
1653121435.806588811,0.00505874,0.225693,-0.116166,-0.199153,-0.0947877,0.137385,-0.00434395,0.0279693,-0.0972645,-0.0765422
1653121435.811708959,0.00855297,0.272889,-0.11256,-0.167697,0.0169223,0.137385,-0.00466412,0.0395731,-0.0923862,-0.0481302
1653121435.816615101,0.0142612,0.250428,-0.0851676,0.00398359,-0.0616406,0.137385,-0.00456606,0.0345368,-0.0496335,-0.0666708
1653121435.821519525,0.0162856,0.222754,-0.0663465,-0.0740443,-0.0685133,0.137385,-0.00495962,0.0276119,-0.0683639,-0.0683166
1653121435.826787847,0.0166249,0.252874,-0.0417131,-0.105311,-0.02131,0.140355,-0.00575507,0.0351243,-0.0769297,-0.0559893
1653121435.831570242,0.00274258,0.272913,-0.115187,-0.031815,-0.0444735,0.140355,-0.0102739,0.0409228,-0.0584397,-0.061159
1653121435.836561799,-0.00581697,0.326626,-0.110487,-0.168582,-0.0903341,0.138949,-0.0136755,0.0562835,-0.0936637,-0.0731664
1653121435.841538304,0.0319867,0.313687,-0.0932148,-0.0634884,-0.0752417,0.138949,-0.00544007,0.0555243,-0.0686767,-0.0699149
1653121435.846475592,0.0558703,0.266157,-0.0480588,0.0152568,-0.115412,0.138949,0.000263701,0.0453689,-0.0477484,-0.080761
1653121435.855515497,0.00559262,0.182643,-0.00721621,-0.0587257,-0.101774,0.138949,-0.0133448,0.0231947,-0.0646375,-0.0790027
1653121435.857551963,-0.000878913,0.383738,-0.034413,-0.210958,0.116825,0.138949,-0.0151831,0.0723179,-0.102376,-0.025909
1653121435.861608957,0.00907722,0.114891,-0.175808,-0.0512031,0.0638875,0.141721,-0.013876,0.00680255,-0.063949,-0.0337466
1653121435.866610983,-0.0415973,0.574322,-0.10697,0.0699518,-0.126288,0.141721,-0.0283072,0.125152,-0.0327478,-0.0820174
1653121435.871517906,-0.117568,0.441735,-0.0580661,-0.135221,-0.208909,0.141721,-0.050265,0.100052,-0.0825188,-0.104421
1653121435.876642533,0.0153055,0.502362,-0.153739,-0.278371,-0.0663935,0.142756,-0.0197763,0.122022,-0.12065,-0.0710152
1653121435.881605862,-0.124207,0.363682,-0.190069,0.130931,-0.224272,0.142756,-0.0579795,0.0933084,-0.0171934,-0.112526
