1654108758.338386066,0,0,0,1.39066e-309,4.94066e-324,0,1.39066e-309,4.94066e-324,1.39066e-309
1654108758.341740445,0,0,0,1.39066e-309,4.94066e-324,0,1.39066e-309,4.94066e-324,1.39066e-309
1654108758.345592794,-5.29866e-310,-4.94066e-324,0,0,0,0,0,0,0
1654108758.351822697,-1.35887e-309,-4.94066e-324,0,-0,0,0,0,0,9.81
1654108758.355074003,-1.5934e-309,-4.94066e-324,0,-0,0,0,0,0,9.81
1654108758.361745104,-1.96674e-309,-2.00414e-311,0,-0,0,0,0,0,9.81
1654108758.365085264,-2.03356e-309,-3.26003e-311,0,-0,-0,0,-0,0,9.81
1654108758.371761835,-2.11976e-309,-5.14793e-311,0,-0,-0,0,-0,0,9.81
1654108758.375108870,-2.10655e-309,-5.4062e-311,0,-0,-0,0,-0,0,9.81
1654108758.381869398,0.0355145,0.0537045,0,-4.06687e-311,-5.71457e-313,0,-1.62378e-311,1.15559e-309,28.4147
1654108758.385117996,0.0671565,0.101553,0,7.45393e-05,0.000112717,0,0.00320283,-0.00211801,28.4147
1654108758.391780243,0.130902,0.197949,0,0.000441338,0.000667386,0,0.0189635,-0.0125405,28.4146
1654108758.398431345,0.18747,0.283489,0,0.00163855,0.0024778,0,0.0460985,-0.0304847,18.6046
1654108758.401842755,0.213186,0.322377,0,0.00226466,0.00342458,0,0.063713,-0.0421332,18.6045
1654108758.405061092,0.238548,0.360811,0,0.00296603,0.00448517,0,0.0834448,-0.0551818,18.6044
1654108758.411780423,0.287565,0.435093,0,0.00465436,0.00703901,0,0.130957,-0.0865924,18.604
1654108758.415142406,0.308365,0.466619,0,0.00562237,0.00850357,0,0.158204,-0.104602,18.6037
1654108758.418447149,0.328755,0.497521,0,0.00663988,0.0100432,0,0.186847,-0.123532,18.6033
1654108758.428456328,0.389274,0.589622,0,0.0101203,0.0153108,0,0.28484,-0.188281,18.6015
1654108758.428456328,0.389274,0.589622,0,0.0101203,0.0153108,0,0.28484,-0.188281,18.6015
1654108758.438456079,0.441105,0.668693,0,0.0141854,0.0214686,0,0.399385,-0.263906,18.5985
1654108758.438456079,0.441105,0.668693,0,0.0141854,0.0214686,0,0.399385,-0.263906,18.5985
1654108758.445135358,0.473027,0.717404,0,0.0171777,0.0260036,0,0.483734,-0.31957,18.5956
1654108758.455133390,0.501388,0.760775,0,0.0220124,0.033333,0,0.620034,-0.4095,18.5898
1654108758.458446727,0.508747,0.772043,0,0.0236791,0.03586,0,0.667021,-0.440501,18.5875
1654108758.461750794,0.513848,0.779873,0,0.02536,0.0384086,0,0.714402,-0.471764,18.5849
1654108758.465129287,0.519057,0.787869,0,0.0270939,0.0410374,0,0.763272,-0.504012,18.5822
1654108758.475039038,0.524853,0.796878,0,0.032266,0.0488783,0,0.909002,-0.600193,18.5727
1654108758.478437636,0.52545,0.797851,0,0.0340467,0.0515774,0,0.959155,-0.633304,18.5691
1654108758.481724463,0.524717,0.796794,0,0.035774,0.0541954,0,1.00779,-0.66542,18.5654
1654108758.485213373,0.528859,0.803405,0,0.0376075,0.056974,0,1.05941,-0.699509,18.5613
1654108758.491776818,0.535337,0.813822,0,0.0410867,0.062248,0,1.15736,-0.764188,18.5529
1654108758.498521566,0.538357,0.818938,0,0.0446996,0.0677261,0,1.25906,-0.831343,18.5434
1654108758.501909486,0.538699,0.8197,0,0.0465227,0.0704908,0,1.31037,-0.865227,18.5383
1654108758.505093553,0.537967,0.818791,0,0.0482391,0.0730938,0,1.35867,-0.897125,18.5333
1654108758.511787623,0.53548,0.815419,0,0.0518339,0.0785452,0,1.4598,-0.96392,18.5222
1654108758.518444245,0.530413,0.808069,0,0.0553901,0.0839377,0,1.5598,-1.02999,18.5105
1654108758.521941489,0.527017,0.803068,0,0.05721,0.0866971,0,1.61095,-1.06379,18.5042
1654108758.525079722,0.523205,0.797407,0,0.0588944,0.0892507,0,1.65827,-1.09508,18.4982
1654108758.531788375,0.520785,0.794328,0,0.062393,0.094554,0,1.63209,-1.07787,17.1757
1654108758.538405727,0.522422,0.797676,0,0.0658402,0.0997807,0,1.72202,-1.13734,17.163
1654108758.541868491,0.522386,0.798034,0,0.0676466,0.10252,0,1.76913,-1.16849,17.1562
1654108758.545082974,0.521528,0.797075,0,0.0693274,0.10507,0,1.81297,-1.19748,17.1496
1654108758.552125639,0.518829,0.79369,0,0.0729871,0.110622,0,1.90839,-1.26058,17.1347
1654108758.555230799,0.516625,0.790616,0,0.0746068,0.11308,-1.9274e-07,1.95061,-1.28851,17.1279
1654108758.561873723,0.51128,0.783044,0,0.078024,0.118264,-1.9274e-07,2.03963,-1.34741,17.113
1654108758.568423626,0.553102,0.800351,0,0.0814428,0.123374,-1.9274e-07,1.12605,-0.744404,9.0502
1654108758.571774412,0.572158,0.807333,0,0.0832972,0.126029,-1.9274e-07,1.15015,-0.761314,9.04576
1654108758.575057332,0.588303,0.812313,0,0.0851752,0.128649,-1.9274e-07,1.17393,-0.778437,9.04125
1654108758.581842809,0.61909,0.820843,0,0.0891811,0.134053,-1.9274e-07,1.22296,-0.814954,9.03152
1654108758.588405056,0.645596,0.82639,0,0.0933294,0.139429,2.32658e-06,1.27169,-0.852754,9.0213
1654108758.591777299,0.651716,0.826789,0,0.095503,0.14217,2.32658e-06,1.16457,-0.783752,8.09829
1654108758.595089178,0.655787,0.825694,0,0.0976638,0.144868,2.32658e-06,1.18651,-0.801428,8.09337
1654108758.598441318,0.659896,0.82459,0,0.0998583,0.147585,2.32658e-06,1.20861,-0.819377,8.08831
1654108758.605087836,0.663334,0.818664,0,0.104251,0.152959,4.62809e-07,1.25228,-0.855292,8.07794
1654108758.611783573,0.664113,0.810513,0,0.108693,0.158318,4.62809e-07,1.2958,-0.891594,8.06714
1654108758.618465039,0.621321,0.778702,0,0.113056,0.163565,4.62809e-07,1.4697,-1.01823,8.84675
