1655122756.294007039,0,0,0,0
1655122756.298830041,0,0,0,0
1655122756.303722260,0,0.0125195,-0.126053,0
1655122756.308729844,0,0.0125195,-0.126053,0
1655122756.313675710,0,0.0125522,-0.125962,0
1655122756.318735846,0,0.0125522,-0.125962,0
1655122756.323794471,0,0.0124537,-0.126029,0
1655122756.328534192,0,0.0124537,-0.126029,0
1655122756.333581098,0,0.0123628,-0.126091,0
1655122756.338812536,0,0.0123628,-0.126091,0
1655122756.343611995,0,0.0122989,-0.126163,0
1655122756.348665829,0,0.0122989,-0.126163,0
1655122756.353513674,0,0.0122402,-0.126229,0
1655122756.358878132,0,0.0122402,-0.126229,0
1655122756.363755873,0,0.0121862,-0.126289,0
1655122756.368717363,0,0.0121862,-0.126289,0
1655122756.373687708,0,0.0121362,-0.126344,0
1655122756.378662531,0,0.0121362,-0.126344,0
1655122756.383826886,0,0.0120904,-0.126395,0
1655122756.388606137,0,0.0120904,-0.126395,0
1655122756.393692210,0,0.0120484,-0.12644,0
1655122756.398651774,0,0.0120484,-0.12644,0
1655122756.403704982,0,0.0120101,-0.126482,0
1655122756.408676681,0,0.0120101,-0.126482,0
1655122756.413656297,0,0.0119752,-0.126519,0
1655122756.418776901,0,0.0119752,-0.126519,0
1655122756.423831724,0,0.0119713,-0.126521,0
1655122756.428648476,0,0.0119713,-0.126521,0
1655122756.433723768,0,0.0119713,-0.126521,0
1655122756.439056975,0,0.0119713,-0.126521,0
1655122756.443846956,0,0.0119679,-0.126521,0
1655122756.448520062,0,0.0119647,-0.126521,0
1655122756.453744364,0,0.0119647,-0.126521,0
1655122756.458675855,0,0.011988,-0.126453,0
1655122756.464251770,0,0.011988,-0.126453,0
1655122756.468546180,0,0.012009,-0.12639,0
1655122756.473840012,0,0.012009,-0.12639,0
1655122756.478901815,0,0.0120282,-0.126332,0
1655122756.483856639,0,0.0120454,-0.126279,0
1655122756.488606515,0,0.0120454,-0.126279,0
1655122756.494040868,0,0.0120454,-0.126279,0
1655122756.498481996,0,0.0120454,-0.126279,0
1655122756.503707757,0,0.0120611,-0.126229,0
1655122756.509027318,0,0.0120611,-0.126229,0
1655122756.513606206,0,0.0120754,-0.126183,0
1655122756.518944831,0,0.0120754,-0.126183,0
1655122756.523743613,0,0.0120883,-0.126141,0
1655122756.528617187,0,0.0120883,-0.126141,0
1655122756.533719563,0,0.0120737,-0.126169,0
1655122756.538695793,0,0.0120737,-0.126169,0
1655122756.543758168,0,0.0120602,-0.126196,0
1655122756.548759398,0,0.0120602,-0.126196,0
1655122756.553620628,0,0.0121722,-0.126132,0
1655122756.558776910,0,0.0121722,-0.126132,0
1655122756.563746942,0,0.0122727,-0.126076,0
1655122756.568576714,0,0.0122727,-0.126076,0
1655122756.573921849,0,0.0123628,-0.126027,0
1655122756.578661934,0,0.0123628,-0.126027,0
1655122756.583756184,0,0.0124425,-0.125985,0
1655122756.588592987,0,0.0124425,-0.125985,0
1655122756.593592290,0,0.0125144,-0.125947,0
1655122756.598752790,0,0.0125144,-0.125947,0
1655122756.603675635,0,0.0125804,-0.125913,0
1655122756.608845197,0,0.0125804,-0.125913,0
1655122756.613617105,0,0.0125804,-0.125913,0
1655122756.619405728,0,0.0126389,-0.125884,0
1655122756.624122896,0,0.0126389,-0.125884,0
1655122756.628940637,0,0.0126908,-0.125858,0
1655122756.633496661,0,0.0126908,-0.125858,0
1655122756.639126742,0,0.0126908,-0.125858,0
1655122756.643737296,0,0.0127074,-0.125761,0
1655122756.648643475,0,0.0127074,-0.125761,0
1655122756.654185692,0,0.0127238,-0.12567,0
1655122756.658627028,0,0.0127448,-0.125656,0
1655122756.664405338,0,0.0127448,-0.125656,0
1655122756.668655477,0,0.012762,-0.125645,0
1655122756.673685926,0,0.012762,-0.125645,0
1655122756.678507625,0,0.0127767,-0.125636,0
1655122756.683725208,0,0.0127767,-0.125636,0
1655122756.688667897,0,0.0127887,-0.12563,0
1655122756.693623814,0,0.0127887,-0.12563,0
1655122756.698829731,0,0.0127985,-0.125627,0
1655122756.703784554,0,0.0127985,-0.125627,0
1655122756.708623806,0,0.0128068,-0.125624,0
1655122756.713707171,0,0.0128068,-0.125624,0
1655122756.718669338,0,0.0128115,-0.125625,0
1655122756.723749109,0,0.0128115,-0.125625,0
1655122756.728635236,0,0.012754,-0.125659,0
1655122756.733680215,0,0.012754,-0.125659,0
1655122756.738779361,0,0.0127016,-0.125689,0
1655122756.743977726,0,0.0127016,-0.125689,0
1655122756.748646978,0,0.0126515,-0.125719,0
1655122756.753663937,0,0.0126515,-0.125719,0
1655122756.758689854,0,0.0126515,-0.125719,0
1655122756.763835094,0,0.0126515,-0.125719,0
1655122756.769228666,0,0.0126111,-0.125805,0
1655122756.773609638,0,0.0126111,-0.125805,0
1655122756.778471233,0,0.0125904,-0.125846,0
1655122756.783736836,0,0.0125904,-0.125846,0
1655122756.788625306,0,0.0125904,-0.125846,0
1655122756.793656015,0,0.0125728,-0.125884,0
1655122756.798702870,0,0.0125728,-0.125884,0
1655122756.803765141,0,0.0125552,-0.125919,0
1655122756.808609445,0,0.0125552,-0.125919,0
1655122756.813635310,0,0.0125552,-0.125919,0
1655122756.818521123,0.5,0.0125373,-0.125953,0
1655122756.823919591,0.5,0.0125373,-0.125953,0
1655122756.828450250,0.5,0.0124903,-0.126052,0
