1654012998.4612217, 0, 0, 0, 0, 0.0, 0.0, 1.0
1654012998.4786303, 0, 0, 0, 0, 0.0, 0.0, 1.0
1654012998.4877563, 0, 0, 0, 0, 0.0, 0.0, 1.0
1654012998.496423, 0, 0, 0, 0, 0.0, 0.0, 1.0
1654012998.5051548, 0, 0, 0, 0, 0.0, 0.0, 1.0
1654012998.5138137, 0, 0, 0, 0, 0.0, 0.0, 1.0
1654012998.5224133, 0, 0, 0, 0, 0.0, 0.0, 1.0
1654012998.532182, 0, 0, 0, 0, 0.0, 0.0, 1.0
1654012998.541177, 0, 0, 0, 0, 0.0, 0.0, 1.0
1654012998.550228, 0, 0, 0, 0, 0.0, 0.0, 1.0
1654012998.5603597, 0, 0, 0, 0, 0.0, 0.0, 1.0
1654012998.570206, 0, 0, 0, 0, 0.0, 0.0, 1.0
1654012998.5817475, 0, 0, 0, 0, 0.0, 0.0, 1.0
1654012998.5980756, 0, 0, 0, 0, 0.0, 0.0, 1.0
1654012998.6094077, 0, 0, 0, 0, 0.0, 0.0, 1.0
1654012998.6372683, 8, 0.0, -0.0, 0, 0.0, 0.0, 1.0
1654012998.6664758, 8, 0.0, -0.0, 0, 0.0, 0.0, 1.0
1654012998.7069502, 8, 0.0, -0.0, 0, 0.0, 0.0, 1.0
1654012998.7333317, 6.765034609801418, 0.0, -0.0, 0, 0.0, 0.0, 1.0
1654012998.7591631, 4.14138452381506, 0.0, -0.0, 0, 0.0, 0.0, 1.0
1654012998.7857275, 3.0801310544574787, 0.0, -0.0, 0, 0.0, 0.0, 1.0
1654012998.808766, 2.4059891639396436, 0.0, -0.0, 0, 0.0, 0.0, 1.0
1654012998.8407247, 2.647464342318204, 0.0, -0.0, 0, 0.0, 0.0, 1.0
1654012998.8571873, 2.5621586964771628, 0.0, -0.0, 0, 0.0, 0.0, 1.0
1654012998.8832953, 2.813191459082505, 0.0, -0.0, 0, 0.0, 0.0, 1.0
1654012998.901188, 2.458593768269333, 0.0, -0.0, 0, 0.0, 0.0, 1.0
1654012998.9231687, 2.4431640408982367, 0.0, -0.0, 0, 0.0, 0.0, 1.0
1654012998.9420412, 1.9185340059286389, 0.0, -0.0, 0, 0.0, 0.0, 1.0
1654012998.959021, 1.8466944254907038, 0.0, -0.0, 0, 0.0, 0.0, 1.0
1654012998.9824984, 1.9685911755293417, 0.0, -0.0, 0, 0.0, 0.0, 1.0
1654012999.0022619, 1.8304301549443627, 0.0, -0.0, 0, 0.0, 0.0, 1.0
1654012999.022989, 1.7874958585643528, 0.0, -0.0, 0, 0.0, 0.0, 1.0
1654012999.0414596, 2.0767928036080923, 0.0, -0.0, 0, 0.0, 0.0, 1.0
1654012999.0649245, 1.9643048454767649, 0.0, -0.0, 0, 0.0, 0.0, 1.0
1654012999.0900693, 2.1872872715744602, 0.0, -0.0, 0, 0.0, 0.0, 1.0
1654012999.1183448, 2.2118736903701723, 0.0, -0.0, 0, 0.0, 0.0, 1.0
1654012999.1465867, 2.627381340181299, 0.0, -0.0, 0, 0.0, 0.0, 1.0
1654012999.178095, 2.665238301761627, 0.0, -0.0, 0, 0.0, 0.0, 1.0
1654012999.2018578, 2.9046807036208784, 0.0, -0.0, 0, 0.0, 0.0, 1.0
1654012999.2268853, 3.153726597510464, 0.0, -0.0, 0, 0.0, 0.0, 1.0
1654012999.2493386, 3.25239476021707, 0.0, -0.0, 0, 0.0, 0.0, 1.0
1654012999.2778687, 3.511727359915774, 0.0, -0.0, 0, 0.0, 0.0, 1.0
