1650515804.502270153,-0.00111673,0.000201818,-0.00516823,-0.453894,0
1650515804.503920735,-0.00217423,0.000165679,-0.0069294,-0.455963,0
1650515804.508614987,-0.00333751,0.000592741,-0.00671874,-0.455836,0
1650515804.513574962,-0.00411965,0.000746002,-0.005402,-0.454511,0
1650515804.518590508,-0.00474732,0.000978035,-0.00674313,-0.454845,0
1650515804.523568450,-0.00503104,0.00119938,-0.0060643,-0.454846,0
1650515804.528581809,-0.00592633,0.00186525,-0.00547791,-0.455564,0
1650515804.533556262,-0.00603932,0.00190506,-0.00490019,-0.455766,0
1650515804.538574881,-0.00638087,0.00151475,-0.00511915,-0.45579,0
1650515804.543578865,-0.00706054,0.00169603,-0.00508715,-0.45595,0
1650515804.548564777,-0.00801944,0.00156631,-0.00493741,-0.455495,0
1650515804.553562146,-0.00870846,0.00200863,-0.00497013,-0.455868,0
1650515804.558544776,-0.00906213,0.00191443,-0.00517558,-0.456288,0
1650515804.563554281,-0.00908804,0.00185611,-0.00510314,-0.455865,0
1650515804.568564671,-0.00939098,0.00157728,-0.00446082,-0.455793,0
1650515804.573554384,-0.00951696,0.00149957,-0.00394535,-0.455292,0
1650515804.578615658,-0.00953756,0.00129397,-0.00462503,-0.455533,0
1650515804.583604538,-0.0101895,0.00160138,-0.00424364,-0.455943,0
1650515804.588597481,-0.0102889,0.00194681,-0.00466839,-0.455967,0
1650515804.593564903,-0.0102189,0.0016461,-0.00478747,-0.456044,0
1650515804.598556700,-0.0103288,0.00112227,-0.00470938,-0.455824,0
1650515804.603553184,-0.0102014,0.00142287,-0.00518594,-0.455571,0
1650515804.608627166,-0.010542,0.0012124,-0.0049443,-0.455564,0
1650515804.613566620,-0.0106456,0.000972919,-0.00538014,-0.455932,0
1650515804.618580031,-0.0109262,0.000662256,-0.00529804,-0.455998,0
1650515804.623594587,-0.011457,0.00072904,-0.00528403,-0.455856,0
1650515804.628574614,-0.0114698,0.000402507,-0.00503774,-0.455662,0
1650515804.633587139,-0.0115345,0.000255838,-0.00534252,-0.455899,0
1650515804.638583050,-0.0111936,0.000256885,-0.00526517,-0.455831,0
1650515804.643575107,-0.0114857,0.000617312,-0.00497157,-0.456073,0
1650515804.648585237,-0.0117353,0.00098166,-0.00487905,-0.4558,0
1650515804.653557242,-0.0113743,0.00152223,-0.00502215,-0.45566,0
1650515804.658573726,-0.0113021,0.00160973,-0.00503978,-0.4562,0
1650515804.663568074,-0.0106785,0.0020875,-0.00505102,-0.456463,0
1650515804.668538205,-0.0106227,0.00197209,-0.0054841,-0.456243,0
1650515804.673567292,-0.0106123,0.00197462,-0.00494658,-0.455566,0
1650515804.678545235,-0.0109755,0.00189708,-0.00460824,-0.455382,0
1650515804.683586978,-0.0114232,0.00162715,-0.00497122,-0.455557,0
1650515804.688613514,-0.0115994,0.0015042,-0.00482307,-0.455379,0
1650515804.693549739,-0.012023,0.000862555,-0.00458156,-0.455062,0
1650515804.698582837,-0.0117129,0.000882824,-0.00450425,-0.455208,0
1650515804.703558019,-0.0121522,0.00055535,-0.0046268,-0.455364,0
1650515804.708615543,-0.0119878,0.000928403,-0.00465298,-0.455586,0
1650515804.713575414,-0.0117093,0.000928771,-0.00483915,-0.455312,0
1650515804.718636427,-0.0112522,0.00121197,-0.00478989,-0.455379,0
1650515804.723565674,-0.0111668,0.00126318,-0.00480025,-0.45568,0
1650515804.728562991,-0.0109955,0.00214918,-0.00447992,-0.455379,0
1650515804.733542288,-0.011427,0.00170811,-0.00466004,-0.455371,0
